"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"CzPV312a/","CzPV312a47",47,45,"Offside, Paris Saint Germain. NenAÂª tries a through ball, but Guillaume Hoarau is caught offside.",9,13,1,"Paris Saint-Germain","Lorient","guillaume hoarau","nene",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a48",48,45,"KAÂ©vin Monnet-Paquet (Lorient) wins a free kick on the right wing.",8,NA,2,"Lorient","Paris Saint-Germain","kevin monnetpaquet",NA,NA,NA,NA,NA,0,5,NA,0,NA,0
"CzPV312a/","CzPV312a49",49,45,"Foul by Siaka TiAÂ©nAÂ© (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","siaka tiene",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a50",50,45,"Foul by Pedrinho (Lorient).",3,NA,2,"Lorient","Paris Saint-Germain","pedrinho",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a51",51,45,"NenAÂª (Paris Saint Germain) wins a free kick on the left wing.",8,NA,1,"Paris Saint-Germain","Lorient","nene",NA,NA,NA,NA,NA,0,4,NA,0,NA,0
"CzPV312a/","CzPV312a52",52,45,"Attempt blocked. Mamadou Sakho (Paris Saint Germain) header from the centre of the box is blocked. Assisted by NenAÂª with a cross.",1,12,1,"Paris Saint-Germain","Lorient","mamadou sakho","nene",NA,NA,2,3,0,3,3,2,1,0
"CzPV312a/","CzPV312a53",53,46,"Attempt missed. NenAÂª (Paris Saint Germain) left footed shot from outside the box misses to the right. Assisted by Kevin Gameiro.",1,12,1,"Paris Saint-Germain","Lorient","nene","kevin gameiro",NA,NA,9,2,0,15,2,1,1,0
"CzPV312a/","CzPV312a54",54,47,"Jacques-Alaixys Romao (Lorient) wins a free kick in the defensive half.",8,NA,2,"Lorient","Paris Saint-Germain","jacquesalaixys romao",NA,NA,NA,NA,NA,0,2,NA,0,NA,0
"CzPV312a/","CzPV312a55",55,47,"Foul by JAÂ©rAÂ©my Menez (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","jeremy menez",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a56",56,47,"Offside, Paris Saint Germain. Kevin Gameiro tries a through ball, but Guillaume Hoarau is caught offside.",9,13,1,"Paris Saint-Germain","Lorient","guillaume hoarau","kevin gameiro",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a57",57,49,"Attempt missed. NenAÂª (Paris Saint Germain) left footed shot from outside the box is just a bit too high. Assisted by Blaise Matuidi.",1,12,1,"Paris Saint-Germain","Lorient","nene","blaise matuidi",NA,NA,1,2,0,15,2,1,1,0
"CzPV312a/","CzPV312a58",58,50,"Corner,  Paris Saint Germain. Conceded by Pedrinho.",2,NA,1,"Paris Saint-Germain","Lorient","pedrinho","pedrinho",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a59",59,52,"Pedrinho (Lorient) wins a free kick on the right wing.",8,NA,2,"Lorient","Paris Saint-Germain","pedrinho",NA,NA,NA,NA,NA,0,5,NA,0,NA,0
"CzPV312a/","CzPV312a60",60,52,"Foul by NenAÂª (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","nene",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a61",61,53,"Corner,  Lorient. Conceded by Mamadou Sakho.",2,NA,2,"Lorient","Paris Saint-Germain","mamadou sakho","mamadou sakho",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a62",62,53,"Attempt missed. Yann Jouffre (Lorient) left footed shot from outside the box misses to the left. Assisted by Arnold Mvuemba with a headed pass following a corner.",1,12,2,"Lorient","Paris Saint-Germain","yann jouffre","arnold mvuemba",NA,NA,8,2,0,15,2,3,3,0
"CzPV312a/","CzPV312a63",63,56,"Substitution, Paris Saint Germain. Mathieu Bodmer replaces Guillaume Hoarau.",7,NA,1,"Paris Saint-Germain","Lorient",NA,NA,"mathieu bodmer","guillaume hoarau",NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a64",64,56,"Jacques-Alaixys Romao (Lorient) wins a free kick in the defensive half.",8,NA,2,"Lorient","Paris Saint-Germain","jacquesalaixys romao",NA,NA,NA,NA,NA,0,2,NA,0,NA,0
"CzPV312a/","CzPV312a65",65,56,"Foul by Mathieu Bodmer (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","mathieu bodmer",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a66",66,57,"Yann Jouffre (Lorient) wins a free kick on the right wing.",8,NA,2,"Lorient","Paris Saint-Germain","yann jouffre",NA,NA,NA,NA,NA,0,5,NA,0,NA,0
"CzPV312a/","CzPV312a67",67,57,"Foul by Siaka TiAÂ©nAÂ© (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","siaka tiene",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a68",68,58,"Attempt saved. Bruno Ecuele Manga (Lorient) right footed shot from outside the box is saved in the bottom right corner.",1,NA,2,"Lorient","Paris Saint-Germain","bruno ecuele manga",NA,NA,NA,4,1,0,15,1,0,1,0
"CzPV312a/","CzPV312a69",69,60,"Corner,  Lorient. Conceded by Siaka TiAÂ©nAÂ©.",2,NA,2,"Lorient","Paris Saint-Germain","siaka tiaÂ©naÂ©","siaka tiaÂ©naÂ©",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a70",70,60,"Attempt blocked. Jacques-Alaixys Romao (Lorient) header from the centre of the box is blocked. Assisted by Yann Jouffre with a cross.",1,12,2,"Lorient","Paris Saint-Germain","jacquesalaixys romao","yann jouffre",NA,NA,2,3,0,3,3,2,1,0
"CzPV312a/","CzPV312a71",71,60,"Corner,  Lorient. Conceded by ClAÂ©ment Chantome.",2,NA,2,"Lorient","Paris Saint-Germain","claÂ©ment chantome","claÂ©ment chantome",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a72",72,62,"Attempt saved. NenAÂª (Paris Saint Germain) right footed shot from outside the box is saved in the centre of the goal. Assisted by Blaise Matuidi.",1,12,1,"Paris Saint-Germain","Lorient","nene","blaise matuidi",NA,NA,5,1,0,15,1,1,1,0
"CzPV312a/","CzPV312a73",73,63,"NenAÂª (Paris Saint Germain) wins a free kick in the attacking half.",8,NA,1,"Paris Saint-Germain","Lorient","nene",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"CzPV312a/","CzPV312a74",74,64,"Mathieu Coutadeur (Lorient) wins a free kick in the defensive half.",8,NA,2,"Lorient","Paris Saint-Germain","mathieu coutadeur",NA,NA,NA,NA,NA,0,2,NA,0,NA,0
"CzPV312a/","CzPV312a75",75,64,"Foul by Blaise Matuidi (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","blaise matuidi",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a76",76,65,"Offside, Lorient. Yann Jouffre tries a through ball, but Julien Quercia is caught offside.",9,13,2,"Lorient","Paris Saint-Germain","julien quercia","yann jouffre",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a77",77,66,"Foul by Lucas Mareque (Lorient).",3,NA,2,"Lorient","Paris Saint-Germain","lucas mareque",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a78",78,66,"Christophe Jallet (Paris Saint Germain) wins a free kick on the right wing.",8,NA,1,"Paris Saint-Germain","Lorient","christophe jallet",NA,NA,NA,NA,NA,0,5,NA,0,NA,0
"CzPV312a/","CzPV312a79",79,67,"Yann Jouffre (Lorient) wins a free kick on the left wing.",8,NA,2,"Lorient","Paris Saint-Germain","yann jouffre",NA,NA,NA,NA,NA,0,4,NA,0,NA,0
"CzPV312a/","CzPV312a80",80,67,"Foul by Christophe Jallet (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","christophe jallet",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a81",81,69,"Mathieu Coutadeur (Lorient) wins a free kick in the attacking half.",8,NA,2,"Lorient","Paris Saint-Germain","mathieu coutadeur",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"CzPV312a/","CzPV312a82",82,69,"Foul by Mamadou Sakho (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","mamadou sakho",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a83",83,70,"Substitution, Lorient. Jeremie Aliadiere replaces KAÂ©vin Monnet-Paquet.",7,NA,2,"Lorient","Paris Saint-Germain",NA,NA,"kevin monnetpaquet","kaÂ©vin monnetpaquet",NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a84",84,70,"Arnold Mvuemba (Lorient) hits the bar with a right footed shot from outside the box from a direct free kick.",1,NA,2,"Lorient","Paris Saint-Germain","arnold mvuemba",NA,NA,NA,7,4,0,15,1,0,4,0
"CzPV312a/","CzPV312a85",85,71,"Substitution, Paris Saint Germain. Jean Christophe Bahebeck replaces JAÂ©rAÂ©my Menez.",7,NA,1,"Paris Saint-Germain","Lorient",NA,NA,"jeremy menez","jaÂ©raÂ©my menez",NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a86",86,72,"Julien Quercia (Lorient) wins a free kick on the left wing.",8,NA,2,"Lorient","Paris Saint-Germain","julien quercia",NA,NA,NA,NA,NA,0,4,NA,0,NA,0
"CzPV312a/","CzPV312a87",87,72,"Foul by Christophe Jallet (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","christophe jallet",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a88",88,76,"Attempt blocked. Blaise Matuidi (Paris Saint Germain) left footed shot from outside the box is blocked.",1,NA,1,"Paris Saint-Germain","Lorient","blaise matuidi",NA,NA,NA,2,3,0,15,2,0,1,0
"CzPV312a/","CzPV312a89",89,77,"Corner,  Paris Saint Germain. Conceded by Bruno Ecuele Manga.",2,NA,1,"Paris Saint-Germain","Lorient","bruno ecuele manga","bruno ecuele manga",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a90",90,77,"Attempt saved. Milan Bisevac (Paris Saint Germain) left footed shot from outside the box is saved in the bottom left corner.",1,NA,1,"Paris Saint-Germain","Lorient","milan bisevac",NA,NA,NA,3,1,0,15,2,0,1,0
"CzPV312a/","CzPV312a91",91,78,"Attempt missed. Kevin Gameiro (Paris Saint Germain) right footed shot from outside the box is high and wide to the right. Assisted by Jean Christophe Bahebeck.",1,12,1,"Paris Saint-Germain","Lorient","kevin gameiro","jean christophe bahebeck",NA,NA,6,2,0,15,1,1,1,0
"CzPV312a/","CzPV312a92",92,78,"Substitution, Lorient. Lynel Kitambala replaces Julien Quercia.",7,NA,2,"Lorient","Paris Saint-Germain",NA,NA,"lynel kitambala","julien quercia",NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a93",93,79,"Offside, Lorient. Jeremie Aliadiere tries a through ball, but KAÂ©vin Monnet-Paquet is caught offside.",9,13,2,"Lorient","Paris Saint-Germain","kevin monnetpaquet","jeremie aliadiere",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a94",94,80,"Attempt saved. Arnold Mvuemba (Lorient) left footed shot from outside the box is saved in the bottom right corner. Assisted by Yann Jouffre.",1,12,2,"Lorient","Paris Saint-Germain","arnold mvuemba","yann jouffre",NA,NA,4,1,0,15,2,1,1,0
"CzPV312a/","CzPV312a95",95,82,"Substitution, Lorient. Maxime Baca replaces Yann Jouffre.",7,NA,2,"Lorient","Paris Saint-Germain",NA,NA,"maxime baca","yann jouffre",NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a96",96,82,"Substitution, Paris Saint Germain. Mevlut Erding replaces Blaise Matuidi.",7,NA,1,"Paris Saint-Germain","Lorient",NA,NA,"mevlut erdinc","blaise matuidi",NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a97",97,82,"Corner,  Paris Saint Germain. Conceded by Jacques-Alaixys Romao.",2,NA,1,"Paris Saint-Germain","Lorient","jacquesalaixys romao","jacquesalaixys romao",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a98",98,83,"Corner,  Paris Saint Germain. Conceded by GrAÂ©gory Bourillon.",2,NA,1,"Paris Saint-Germain","Lorient","graÂ©gory bourillon","graÂ©gory bourillon",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a99",99,84,"Foul by Jacques-Alaixys Romao (Lorient).",3,NA,2,"Lorient","Paris Saint-Germain","jacquesalaixys romao",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a100",100,84,"Mathieu Bodmer (Paris Saint Germain) wins a free kick on the left wing.",8,NA,1,"Paris Saint-Germain","Lorient","mathieu bodmer",NA,NA,NA,NA,NA,0,4,NA,0,NA,0
"CzPV312a/","CzPV312a101",101,85,"Attempt saved. NenAÂª (Paris Saint Germain) left footed shot from outside the box is saved in the top left corner. Assisted by Christophe Jallet.",1,12,1,"Paris Saint-Germain","Lorient","nene","christophe jallet",NA,NA,12,1,0,15,2,1,1,0
"CzPV312a/","CzPV312a102",102,85,"Corner,  Paris Saint Germain. Conceded by Fabien Audard.",2,NA,1,"Paris Saint-Germain","Lorient","fabien audard","fabien audard",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a103",103,87,"Offside, Paris Saint Germain. NenAÂª tries a through ball, but Mevlut Erding is caught offside.",9,13,1,"Paris Saint-Germain","Lorient","mevlut erdinc","nene",NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a104",104,88,"Foul by Arnold Mvuemba (Lorient).",3,NA,2,"Lorient","Paris Saint-Germain","arnold mvuemba",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a105",105,88,"Mathieu Bodmer (Paris Saint Germain) wins a free kick in the defensive half.",8,NA,1,"Paris Saint-Germain","Lorient","mathieu bodmer",NA,NA,NA,NA,NA,0,2,NA,0,NA,0
"CzPV312a/","CzPV312a106",106,88,"Arnold Mvuemba (Lorient) is shown the yellow card for a bad foul.",4,NA,2,"Lorient","Paris Saint-Germain","arnold mvuemba",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a107",107,89,"Foul by Lynel Kitambala (Lorient).",3,NA,2,"Lorient","Paris Saint-Germain","lynel kitambala",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a108",108,89,"ClAÂ©ment Chantome (Paris Saint Germain) wins a free kick in the attacking half.",8,NA,1,"Paris Saint-Germain","Lorient","clement chantome",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"CzPV312a/","CzPV312a109",109,89,"Lynel Kitambala (Lorient) is shown the yellow card for a bad foul.",4,NA,2,"Lorient","Paris Saint-Germain","lynel kitambala",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a110",110,89,"Jeremie Aliadiere (Lorient) wins a free kick in the defensive half.",8,NA,2,"Lorient","Paris Saint-Germain","jeremie aliadiere",NA,NA,NA,NA,NA,0,2,NA,0,NA,0
"CzPV312a/","CzPV312a111",111,89,"Foul by Siaka TiAÂ©nAÂ© (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","siaka tiene",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a112",112,90,"Lynel Kitambala (Lorient) wins a free kick on the right wing.",8,NA,2,"Lorient","Paris Saint-Germain","lynel kitambala",NA,NA,NA,NA,NA,0,5,NA,0,NA,0
"CzPV312a/","CzPV312a113",113,90,"Foul by NenAÂª (Paris Saint Germain).",3,NA,1,"Paris Saint-Germain","Lorient","nene",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"CzPV312a/","CzPV312a114",114,90,"Corner,  Lorient. Conceded by Christophe Jallet.",2,NA,2,"Lorient","Paris Saint-Germain","christophe jallet","christophe jallet",NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII1",1,1,"Attempt blocked. GrAÂ©gory Pujol (Valenciennes) header from the right side of the six yard box is blocked. Assisted by Mathieu Dossevi with a cross.",1,12,2,"Valenciennes","Caen","gregory pujol","mathieu dossevi",NA,NA,2,3,0,12,3,2,1,0
"GUOdmtII/","GUOdmtII2",2,2,"Attempt missed. Romain Hamouma (Caen) left footed shot from outside the box misses to the right.",1,NA,1,"Caen","Valenciennes","romain hamouma",NA,NA,NA,9,2,0,15,2,0,1,0
"GUOdmtII/","GUOdmtII3",3,4,"Renaud Cohade (Valenciennes) wins a free kick in the attacking half.",8,NA,2,"Valenciennes","Caen","renaud cohade",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"GUOdmtII/","GUOdmtII4",4,4,"Foul by Gregory Proment (Caen).",3,NA,1,"Caen","Valenciennes","gregory proment",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII5",5,5,"Foul by Carlos SAÂ¡nchez (Valenciennes).",3,NA,2,"Valenciennes","Caen","carlos sanchez",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII6",6,5,"Benjamin Nivet (Caen) wins a free kick in the attacking half.",8,NA,1,"Caen","Valenciennes","benjamin nivet",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"GUOdmtII/","GUOdmtII7",7,7,"Attempt missed. Jerry Van Dam (Caen) left footed shot from the right side of the box is too high. Assisted by Nicolas Seube.",1,12,1,"Caen","Valenciennes","jerry van dam","nicolas seube",NA,NA,10,2,0,11,2,1,1,0
"GUOdmtII/","GUOdmtII8",8,8,"GrAÂ©gory Pujol (Valenciennes) wins a free kick in the attacking half.",8,NA,2,"Valenciennes","Caen","gregory pujol",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"GUOdmtII/","GUOdmtII9",9,8,"Foul by Thomas Heurtaux (Caen).",3,NA,1,"Caen","Valenciennes","thomas heurtaux",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII10",10,16,"Benjamin Nivet (Caen) wins a free kick in the attacking half.",8,NA,1,"Caen","Valenciennes","benjamin nivet",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"GUOdmtII/","GUOdmtII11",11,16,"Foul by Isimat Mirin (Valenciennes).",3,NA,2,"Valenciennes","Caen","isimat mirin",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII12",12,17,"Foul by Carlos SAÂ¡nchez (Valenciennes).",3,NA,2,"Valenciennes","Caen","carlos sanchez",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII13",13,17,"Gregory Proment (Caen) wins a free kick in the attacking half.",8,NA,1,"Caen","Valenciennes","gregory proment",NA,NA,NA,NA,NA,0,1,NA,0,NA,0
"GUOdmtII/","GUOdmtII14",14,17,"Carlos SAÂ¡nchez (Valenciennes) is shown the yellow card for a bad foul.",4,NA,2,"Valenciennes","Caen","carlos sanchez",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII15",15,18,"Mathieu Dossevi (Valenciennes) wins a free kick on the right wing.",8,NA,2,"Valenciennes","Caen","mathieu dossevi",NA,NA,NA,NA,NA,0,5,NA,0,NA,0
"GUOdmtII/","GUOdmtII16",16,18,"Foul by FrAÂ©dAÂ©ric Bulot (Caen).",3,NA,1,"Caen","Valenciennes","frederic bulot",NA,NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII17",17,19,"Corner,  Valenciennes. Conceded by Alexandre Raineau.",2,NA,2,"Valenciennes","Caen","alexandre raineau","alexandre raineau",NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII18",18,19,"Attempt missed. Benjamin Angoua (Valenciennes) header from very close range is too high. Assisted by Mathieu Dossevi with a cross following a corner.",1,12,2,"Valenciennes","Caen","benjamin angoua","mathieu dossevi",NA,NA,10,2,0,13,3,2,3,0
"GUOdmtII/","GUOdmtII19",19,21,"Corner,  Valenciennes. Conceded by Jerry Van Dam.",2,NA,2,"Valenciennes","Caen","jerry van dam","jerry van dam",NA,NA,NA,NA,0,NA,NA,0,NA,0
"GUOdmtII/","GUOdmtII20",20,21,"Alexandre Raineau (Caen) wins a free kick in the defensive half.",8,NA,1,"Caen","Valenciennes","alexandre raineau",NA,NA,NA,NA,NA,0,2,NA,0,NA,0
